Gene name	Mouse gene name
MANSC1	
ZNF35	
BORCS5	
VPS52	
DUSP16	
SNHG32	
PPP1R18	
ZNF502	
LY6G5C	
ZNF501	
TNF	
KIAA1143	
HSD17B8	
LY6G6E	
STK19	
KIF15	
LY6G6C	
DDAH2	
NFKBIL1	
VARS2	
HLA-E	
TMSB4Y	Tmsb4x
VCY	
CYP21A2	
FOXR1	
BRD2	
TRIM15	
	
ATF6B	
CENATAC	
C2	
C1QTNF9	C1qtnf9
PRR3	
HSD17B8	
PARP4	Parp4
MSH5-SAPCD1	
HLA-DQB1	
HLA-DQB1	
RPS25	
HLA-DOB	
TAP2	
TMEM42	
TRAPPC4	
C6orf47	
SKIV2L	
TGM4	
C2	
MIPEP	Mipep
TSBP1	
UBD	
VARS2	
C13orf46	
RNF17	Rnf17
RASA3	
CCHCR1	
LY6G6F-LY6G6D	
SLC37A4	
MCCD1	
HYOU1	
NOTCH4	
VARS2	
PPT2	
SAP18	Sap18
SAP18	Sap18b
MDC1	
HLA-F	
LNX2	Lnx2
MICU2	Micu2
OR2H1	
LST1	
NDUFA6	
	Icosl
POMP	Pomp
EGFL8	
MICA	
EGFL8	
	
RXRB	
TCF20	
KATNAL1	Katnal1
GPSM3	
FLOT1	
LTA	
TMPRSS15	Tmprss15
MSH5-SAPCD1	
MPHOSPH8	Mphosph8
TRIM26	
RGL2	
NEU1	
SKA3	Ska3
CFB	
UBE2L5	Ube2l3
CCNA1	Ccna1
TRIM15	
MOG	
PRAMEF11	
MOG	
HNRNPCL1	
DDR1	
PRAMEF2	
DXO	
FGF9	Fgf9
PRAMEF4	
PRAMEF10	
OR2J2	
USPL1	Uspl1
WDR46	
PRAMEF7	
PRAMEF6	
VPS11	
URAD	Ttr
URAD	Urah
HMGB1	Hmgb1
PRAMEF27	
MSH5	
HNRNPCL3	
HLA-DPA1	
PRAMEF25	
LTB	
HSPA1A	
C6orf15	
HNRNPCL2	
STK19	
LINC01556	
GABBR1	
PRAMEF26	
STK19	
HNRNPCL4	
PRAMEF9	
SOHLH2	Sohlh2
PRAMEF13	
PRAMEF18	
PRAMEF5	
PRAMEF8	
PDX1	Pdx1
CDSN	
PRAMEF33	
HLA-DPB1	
OBP2B	
LY6G6D	
HLA-A	
GPALPP1	
LY6G6E	
OR10C1	
PRRC2A	
	Spata13
OR12D3	
SFTA2	
HSPH1	Hsph1
OR12D2	
ABO	
GTF2H4	
SURF6	
MOG	
FLOT1	
MED22	
SMIM34B	
VARS2	
GATD3B	Gatd3a
RPL7A	
CFB	
NCR3	
NUFIP1	Nufip1
FAM243B	Fam243
CXADR	Gm1123
KPNA3	Kpna3
	
SURF1	
MICB	
RGL2	
MAS1L	
DXO	
	
TRIM40	
TRIM10	
SURF2	
SIK1B	Sik1
CRYL1	Cryl1
OR2H1	
GOLGA8T	
HLA-DOA	
HLA-DMA	
	
ARHGAP11B	
CLUL1	
HLA-DPB1	
SURF4	
OR2H2	
RWDD2B	Rwdd2b
C6orf15	
HSPA1B	
CDX2	Cdx2
LTA	
GOLGA8Q	
PAN3	Pan3
DDR1	
AGER	
ZBTB9	
LTB	
MAGI1	
KRTAP19-6	
LY6G5C	
GOLGA8N	
LY6G6D	
	
MAP3K7CL	
CAB39L	Cab39l
SCG5	
MCCD1	
PBX2	
PPP1R10	
COLEC12	Colec12
TUBB	
TUBB	
TAP1	
STKLD1	
TXNDC2	Txndc2
PSMB8	
MPIG6B	
OR10C1	
C4A	
GREM1	
REXO4	
CHMP1B	Chmp1b
IMPA2	Impa2
SLC25A15	Slc25a15
RNF39	
BTNL2	
LST1	
SLC44A4	
	
DNAJC15	Dnajc15
KRTAP20-2	
GPR12	Gpr12
ADAMTS13	
PBX2	
GTF2F2	Gtf2f2
DLGAP1	
KRTAP19-2	
GPSM3	
HLA-DMB	
VPS52	
KRTAP8-1	Krtap8-1
URB1	Urb1
WASF3	Wasf3
COL11A2	
MCCD1	
MPIG6B	
PBX2	
HNRNPR	
PPT2	
TAP2	
	
KRTAP25-1	
KRTAP21-2	
JAM2	Jam2
TRIM31	
POSTN	Postn
USP16	Usp16
C4A	
PPP1R18	
PRRC2A	
SLC25A26	
TAPBP	
HLA-B	
ZNF436	
TCEA3	
FKBPL	
LY6G6D	
HLA-DQA2	
THOC1	Thoc1
OR2J1	
MUCL3	
PRRC2A	
ASAP3	
BRD2	
ABCF1	
	Pwp2
CLDN17	Cldn17
CYYR1	Cyyr1
ABHD16A	
CACFD1	
DONSON	Donson
DONSON	Atp5o
TUBB	
SLC2A6	
E2F2	
UBD	
NELFE	
ID3	
NELFE	
HLA-DQB2	
ZBTB22	
OR2B3	
HLA-DPA1	
HLA-G	
KRTAP13-4	Krtap13-1
MRPS6	Mrps6
MTCL1	Mtcl1
HLA-DRB3	
CYP21A2	
KRTAP24-1	Krtap24-1
KRTAP6-2	
ENOX1	Enox1
KRTAP20-1	
KRTAP21-1	
C4B	
KRTAP20-4	
CYP21A2	
SERP2	Serp2
CETN1	Cetn1
ADCYAP1	Adcyap1
GART	Gart
OR2W1	
FNDC3A	Fndc3a
LTB	
TNXB	
METTL4	Mettl4
SKIV2L	
HLA-F	
ZBTB12	
RAB31	Rab31
DHX16	
ATP6V1G2	
MRPS18B	
SETDB2	Setdb2
TRIM26	
HLA-E	
FLOT1	
IBTK	
RING1	
CCDC169-SOHLH2	Sohlh2
VWA7	
CCHCR1	
SYNGAP1	
TAP1	
	
OSBPL1A	Osbpl1a
RPS18	
OR5V1	
HLA-DOA	
LHFPL6	Lhfp
ATAT1	
LACC1	Lacc1
HLA-B	
MRPS18B	
C13orf42	Gm4131
OR2J2	
OR2W1	
VARS1	
ATP6V1G2	
	
HLA-DQA2	
ZFP57	
VPS52	
CLIC1	
MSH5	
PHF11	Phf11b
PHF11	Phf11c
PHF11	Phf11a
PHF11	Phf11d
SLC5A3	Slc5a3
KRTAP15-1	Krtap15
ATAT1	
KRTAP21-3	
CHAF1B	Chaf1b
ATAD1	
GPANK1	
BCL7A	
KLLN	
PTEN	
SCAF4	Scaf4
AKAP11	Akap11
MLXIP	
NOTCH4	
SMIM2	
MZT1	Mzt1
PCDH20	Pcdh20
PPP1R11	
POU5F1	
PROSER1	Proser1
USP14	Usp14
HLA-DMB	
SNHG32	
OR2W1	
PSMB8	
TPBG	
CCT8L2	Cct8l1
ERICH6B	Erich6b
POTEH	
KL	Kl
DDX39B	
PCDH8	Pcdh8
MAS1L	
AGPAT1	
TRIM10	
PIBF1	Pibf1
KRTAP19-4	
ADA2	
KRTAP19-5	
TMEM200C	Tmem200c
	Gatd3a
CCT8	Cct8
YES1	Yes1
TNXB	
CTIF	
MAS1L	
MICB	
CCDC122	Ccdc122
BORA	Bora
MICA	
MAPRE2	Mapre2
LEUTX	
HLA-C	
DYRK1B	
GTF2H4	
OR11A1	
ATP6V1G2	
PFDN6	
HYDIN	
TMEM191B	Tmem191c
GPANK1	
GAB4	
DHX16	
KLHL1	Klhl1
NCAM2	Ncam2
FHOD3	Fhod3
GTF3A	Gtf3a
	
KRTAP13-3	Krtap13
KRTAP13-3	Gm20741
KRTAP13-3	2310034C09Rik
KRTAP13-3	Gm5965
KRTAP13-3	2310057N15Rik
CYP21A2	
KRTAP26-1	Krtap26-1
PI4KA	Pi4ka
TCF20	
KRTAP13-1	Krtap13-1
TRIM26	
FBL	
LTN1	Ltn1
CNMD	Cnmd
SAPCD1	
HSPA1L	
COL11A2	
POU5F1	
B3GLCT	B3glct
TRIM10	
TNF	
RPS18	
	Lacc1
FCGBP	
VARS1	
MRPL57	Mrpl57
PSMC4	
CYP2D6	
PFDN6	
APP	App
ELF1	Elf1
B3GALT4	
RNF5	
CSNK2B	
TAPBP	
RNF5	
ZNF546	
WDR46	
SCEL	Scel
TMEM121B	Tmem121b
PSORS1C2	
MSH5	
GGT2	Ggt1
CALB2	
	
ZNF780B	
IL17RA	Il17ra
HSD17B8	
NFKBIL1	
NELFE	
HLA-DPB1	
ANKRD30B	
ZNF780A	
POU5F1	
NRM	
PSMG2	Psmg2
FAM246A	
NOTCH4	
TAPBP	
TCF20	
HLA-DMA	
TSC22D1	Tsc22d1
GGTLC3	Ggt1
CLTCL1	
CTAGE1	
OR2H2	
OR12D2	
C6orf15	
RNF5	
MCCD1	
SAPCD1	
FREM2	Frem2
GPANK1	
HLA-DQA1	
LSM2	
MC2R	Mc2r
POLR1H	
GPSM3	
CYP2D6	
MSH5	
PRR20B	
KLHL14	Klhl14
CSNK2B	
APOM	
PRAMEF27	
BAG6	
FRG1	
TBC1D4	Tbc1d4
HNRNPCL3	
PRAMEF25	
GPSM3	
RGL2	
GRIK1	Grik1
HNRNPCL2	
PRAMEF26	
FRG2	
HNRNPCL4	
PIK3C3	Pik3c3
PRAMEF9	
SKIV2L	
	
	
CYP21A2	
	
	
	
	
	
PRAMEF5	
	
	
	
TCF20	
	
DUX4	
PRR20D	
PRAMEF8	
FAM246B	
RIMBP3	Rimbp3
PRAMEF33	
SPRY2	Spry2
PRR20E	
KRTAP19-8	
UFM1	Ufm1
KRTAP22-2	
TMEM50B	Tmem50b
SLC44A4	
HLA-C	
TCF19	
MED15	Med15
KRTAP19-1	
DACH1	Dach1
AGPAT1	
MUC6	
BAG6	
ABCF1	
HLA-E	
U2AF1L5	U2af1
TBCE	
MUC2	
FRG1	
KLF5	Klf5
NDC80	Ndc80
MUC5AC	
RPS18	
B3GALNT2	
PSPC1	Pspc1
FRG2	
CBY2	Cby2
	
	
	
	
	
	
	
	
	
	
NDUFV2	Ndufv2
KRTAP11-1	Krtap11-1
	
KRTAP6-3	
HLA-F	
CLDN8	Cldn8
TGDS	Tgds
GNG4	
HLA-DQB2	
GNL1	
FAM243A	Fam243
LY6G5B	
TRIM15	
FLT1	Flt1
MPPE1	Mppe1
KRTAP19-3	
	Gm5150
	Sirpb1b
	Sirpb1a
	Sirpa
	Gm9733
	Sirpb1c
DDR1	
ADRA1D	Adra1d
HLA-DQA1	
RSPO4	Rspo4
	Trappc10
GNL1	
NRM	
DEFB129	Defb23
ANGPT4	Angpt4
SMIM11B	Smim11
	
ACR	
MGAT4C	
	
SIRPG	Gm5150
SIRPG	Sirpb1b
SIRPG	Sirpb1a
SIRPG	Sirpa
SIRPG	Gm9733
SIRPG	Sirpb1c
MUC21	
GGTLC2	Ggt1
HUNK	Hunk
C6orf47	
HLA-DRA	
IER3	
POLR1H	
CSN2	
OR2B3	
AGPAT1	
BTNL2	
C21orf91	D16Ertd472e
STATH	
ABCF1	
SHLD1	Shld1
HTN3	
TMX4	Tmx4
DAXX	
EGFL8	
IGLL5	Iglc2
IGLL5	Iglc1
IGLL5	Iglc4
IGLL5	Iglc3
MORC3	Morc3
SLX4IP	Slx4ip
MMP11	Mmp11
CHGB	Chgb
UBAC2	Ubac2
DCHS2	
DEFB125	Defb26
NKX2-2	Nkx2-2
SLC25A24	
HLA-DQB1	
ATRN	Atrn
HTN1	
RFC3	Rfc3
ZNF280A	
PAXBP1	Paxbp1
OSBP2	Osbp2
VPS52	
PRR27	
CLIC1	
DDR1	
DCT	Dct
HLA-DQA2	
ATP6V1G2	
PSMB8	
HSPA1B	
GTF2H4	
BMP2	Bmp2
POU4F1	Pou4f1
ANKEF1	Ankef1
TM9SF2	Tm9sf2
TRIM27	
TSBP1	
CELF4	Celf4
CDSN	
DHX16	
TRIM15	
PDYN	Pdyn
PLCL2	
SLAIN1	Slain1
ABCF1	
C21orf62	4932438H23Rik
TGM6	Tgm6
HLA-DQB1	
PPP1R11	
TRIM27	
TRIM10	
FAM110A	Fam110a
LY6G6F	
HLA-DQB2	
INSM1	Insm1
LY6G6F	
DEFB128	Defb20
ITSN1	Itsn1
DDX39B	
AGPAT1	
LY6G6D	
SPATA13	Spata13
OR14J1	
HLA-DQB2	
DXO	
TRIM31	
SKIV2L	
SMOX	Smox
SMURF1	
ADAMTS2	
NEU1	
PTPRD	
HLA-DPB1	
LY6G6D	
CLIC1	
APOM	
PRAME	
AKAIN1	
SLC14A2	Slc14a2
DEFB126	
KPNA7	
NXT1	Nxt1
ZFP57	
RUFY1	
BTBD3	Btbd3
OR2J2	
HLA-DRB4	
ZBTB22	
STK19	
HLA-G	
NEU1	
RNF39	
RALBP1	Ralbp1
HLA-DMB	
ZNF280B	Zfp280b
NHLRC3	Nhlrc3
HLA-DRB1	
VPREB3	Vpreb3
C6orf47	
GRK3	Grk3
LY6G6F	
COL11A2	
NFKBIL1	
SLC39A7	
LY6G5C	
NKX2-4	Nkx2-4
ACAA2	Acaa2
TMEM230	Tmem230
SLC44A4	
MDC1	
OLFM4	Olfm4
TRIM26	
PRR20A	
PRKAR2B	
	
CFB	
IPO5	Ipo5
	
ASCC2	Ascc2
OR12D3	
HNRNPH1	
DXO	
	
CBY3	
CANX	
HBP1	
OR2H2	
SS18	Ss18
HLA-DQA2	
APOM	
HLA-DRB1	
PCSK2	Pcsk2
LY6G6F-LY6G6D	
POU5F1	
	
	
MAFIP	Tekt4
AIF1	
SNAP25	Snap25
C6orf136	
PIWIL3	
COG5	
VWA7	
ZNF343	
RNF5	
LST1	
HLA-DMA	
VPS52	
SYN3	Syn3
FOXO6	
CST8	Cst8
SLC44A4	
ISM1	Ism1
GPR22	
RRBP1	Rrbp1
DUS4L	
DIAPH3	Diaph3
MAML1	
LTC4S	
OR2H1	
OR11A1	
RYBP	
ATF6B	
C6orf47	
BCAP29	
LY6G5B	
MGAT4B	
APOL6	Apol6
TRIM31	
OSM	Osm
C2	
MUCL3	
BRD2	
DRG1	Drg1
HLA-DQB1	
ANKRD12	Ankrd12
CDC42EP1	Cdc42ep1
PSMB8	
ABHD12	Abhd12
	Nol12
TNK1	
DDX39B	
SPIRE1	Spire1
ZBTB22	
SQSTM1	
SLC44A4	
MRNIP	
RING1	
PLSCR3	
XBP1	Xbp1
NFKBIL1	
SFTA2	
MUC21	
HORMAD2	Hormad2
FLRT3	Flrt3
LY6G5C	
MUC21	
MUCL3	
CST5	
B3GALT4	
HLA-DPB1	
CDSN	
MICA	
	
PRRC2A	
FBXO7	Fbxo7
DEFB123	Defb36
PCDH17	Pcdh17
DZANK1	Dzank1
EDNRB	Ednrb
CYP2D6	
TMEM256-PLSCR3	
DAXX	
TMEM256	
NLGN2	
NCF4	Ncf4
TBC1D9B	
SPEM1	
PSMB9	
SPEM2	
USP12	Usp12
NCR3	
SPEM3	
	
TMEM102	
FGF11	
PPP1R18	
LMO7	Lmo7
TRMT6	Trmt6
POLR1H	
C18orf25	8030462N17Rik
	
LTA	
PRSS21	
OR10C1	
DAXX	
PRR3	
TCF20	
CHRNB1	
ZNF70	
	
SYNDIG1	Syndig1
C6orf136	
OR10C1	
PSMB8	
HAO1	Hao1
NCR3	
SFI1	Sfi1
ZG16B	
PSORS1C2	
CST11	Cst11
LY6G5B	
XRN2	Xrn2
TAP1	
CCHCR1	
ZBTB4	
SKA1	Ska1
TUBB	
HLA-DRA	
SLC35G6	
PRSS22	
POLR2A	
HLA-C	
WDR46	
GPCPD1	Gpcpd1
CLIC1	
EPG5	Epg5
	Tgm3
PPP1R18	
HSD17B8	
SNRPB2	Snrpb2
NOTCH4	
C4B	
NEU1	
DEFB118	Defb21
KIR3DL3	
KIR2DL3	
ATP5F1A	Atp5a1
	
CD93	Cd93
KIR2DL1	
TMEM159	
RING1	
KIR2DL3	
GINS1	Gins1
KIR2DL1	
MPIG6B	
CST7	Cst7
HLA-C	
CLDN14	Cldn14
APMAP	Apmap
ZP2	
KIR2DL4	
KCNJ6	Kcnj6
KIR2DL4	
CACNA1I	Cacna1i
BFSP1	Bfsp1
ATP5PO	Atp5o
NRM	
MAP4K1	
CEP192	Cep192
WBP4	Wbp4
KIR3DS1	
ANKS4B	
	
SERTM1	Sertm1
CRLS1	Crls1
CDK8	Cdk8
ABHD16A	
KRTAP27-1	Krtap27-1
	
KIR3DL1	
NPIPB5	
CHODL	Chodl
TNF	
	
POLR3E	
KIR2DS5	
EEF2K	
APOM	
MOSMO	
LTB	
PDZD9	
	
	
GGTLC1	Ggt1
NPIPB13	
KIR2DS1	
	
METTL9	
IGSF6	
EHMT2	
	
YBEY	Ybey
NPIPB3	
PFDN6	
KIR3DL2	
SOX21	Sox21
SLC7A1	Slc7a1
REM1	Rem1
	
KIR2DS4	
VPS26C	Vps26c
	
CST2	
KIR3DL2	
SLC39A7	
RNF5	
SLC15A1	Slc15a1
DSTN	Dstn
POLR3F	Polr3f
PSMB8	
EIF3K	
FCAR	
	
RING1	
	Dnmt3l
TAP2	
IGLL1	Iglc2
IGLL1	Iglc1
IGLL1	Iglc4
IGLL1	Iglc3
BPIFB2	Bpifb2
HLA-DRA	
C17orf97	
TNRC6B	Tnrc6b
S100B	S100b
RFLNB	
STK35	Stk35
VPS53	
MCM3AP	Mcm3ap
COL11A2	
LRRN4	Lrrn4
CLYBL	Clybl
SCRT2	Scrt2
RALGAPA2	Ralgapa2
	
	
RASD2	Rasd2
NDFIP2	Ndfip2
ACTN4	
PIK3IP1	Pik3ip1
RXRB	
KIR3DL3	
KIR3DL3	
FOXO1	Foxo1
APOL5	
SLC35E4	Slc35e4
KIR2DL3	
NCOA6	Ncoa6
COG3	Cog3
KIR2DL1	
CFAP53	
ISX	Isx
BACH1	Bach1
KIR2DL3	
MICB	
	
RPRD1A	Rprd1a
PLA2G6	Pla2g6
KIR2DL4	
LST1	
KRTAP20-3	
	
KRTAP22-1	
CCHCR1	
PRMT2	Prmt2
KIR2DL4	
LRCH1	Lrch1
LGALS7B	
LGALS7	
RIT2	Rit2
LGALS4	
KIR3DL1	
CTAGE1	Mia2
	Mcm8
DEFB127	Defb22
DEFB127	Defb34
DEFB127	Defb15
THBD	Thbd
KIF3B	Kif3b
CEP76	Cep76
ECH1	
GPR180	Gpr180
SFTA2	
BTNL2	
SPTLC3	Sptlc3
NUP58	Gm49336
NUP58	Nupl1
ATP6V1G2	
MSH5-SAPCD1	
KIR2DS4	
KIR3DL2	
	
KIR3DL1	
STARD6	Stard6
HNRNPL	
HLA-DRA	
BPIFA1	Bpifa1
BPIFA1	Bpifa5
MCAT	Mcat
SYT4	Syt4
CDADC1	Cdadc1
HLA-G	
LIMK2	Limk2
HRH4	Hrh4
RBBP8	Rbbp8
ABCC4	Abcc4
PBX2	
NRM	
KIR3DL2	
RINL	
KRTAP13-2	Krtap13-1
ACSS2	Acss2
WDR46	
KIR3DL3	
SLC5A1	Slc5a1
SIRT2	
PSMB9	
TTC3	Ttc3
KIR2DL3	
KIR2DL1	
PSORS1C1	
MAFF	Maff
HLA-DRB1	
TSBP1	
ENTHD1	Enthd1
TTC39C	Ttc39c
KIR2DL4	
MN1	Mn1
TPTEP2-CSNK1E	Csnk1e
EIF3D	Eif3d
DNAJC8	
DCC	Dcc
ATP5IF1	
KIFC1	
SESN2	
CSNK2B	
HLA-DQA1	
MED18	
	
KIR2DL4	
	
MAPK4	Mapk4
DIS3	Dis3
NFKBIB	
SIGLEC15	Siglec15
DEFB115	Defb28
	
KIR3DL1	
RNF165	Rnf165
CCER2	
SARS2	
TRIM17	
MRO	Mro
GPX5	
	Gm1123
	Olfr734
	Olfr733
	Olfr732
	
GPX6	
	
KIR3DL1	
LIF	Lif
H3-4	
CYTH4	Cyth4
H2AW	
H2BU1	
COG6	Cog6
RNF187	
KIR3DL2	
TP53INP2	Trp53inp2
	
C18orf54	4930503L19Rik
RHOU	
ASXL1	Asxl1
MRPS12	
PPP2R3B	
ETS2	Ets2
FBXO17	
KIR3DL2	
SHOX	
MRPS31	Mrps31
NOL12	Nol12
MBD2	Mbd2
PRKX	Prkx
PADI1	
MEDAG	Medag
STS	
COL4A2	Col4a2
DIP2A	Dip2a
ROCK1	Rock1
	Depdc5
PADI3	
SUN2	Sun2
VCX2	
KIR2DL1	
PADI4	
PNPLA4	
IL3RA	
JAG1	Jag1
PADI6	
KIR2DL4	
ST8SIA3	St8sia3
P2RY8	
RCC2	
HAUS1	Haus1
PRR20C	
OR2A5	
TMSB4X	
OR2A25	
OR2A12	
OR2A2	
STARD13	Stard13
OR2A14	
CTAGE4	
ARHGEF35	
GCNT2	
OR2A42	
KIR3DL3	
	
OR2A7	
CTAGE8	
	
	
OR2A1	
	
	
	
	
	
SLC25A6	
ARHGEF5	
NOBOX	
KIR2DL3	
KIR3DL1	
SLC23A2	Slc23a2
	
AMELX	Amelx
	
	
LLGL1	
RNF152	Rnf152
CCDC68	Ccdc68
ASMT	Asmt
C6orf52	
	Myo5b
SMAD2	Smad2
GTPBP6	Gtpbp6
PAK1IP1	
FBLN1	Fbln1
	
CFAP97D2	Cfap97d2
KIR2DS4	
KRTAP6-1	
TMEM14C	
COL6A2	Col6a2
CST9L	Cstdc2
CST9L	Cst9
FLII	
KIR3DL2	
KIR2DS3	
RPS6KA1	
	
SLITRK6	Slitrk6
VCX3A	
MYH7B	Myh7b
	
PCDH9	Pcdh9
DHRSX	
FCAR	
SHROOM2	Shroom2
KIR3DS1	
PI3	
ANOS1	
RAB27B	Rab27b
SEMG2	Svs2
SEMG2	Svs3a
SEMG2	Svs3b
KRTAP7-1	Krtap7-1
PCNT	Pcnt
KCNS1	Kcns1
KIR2DS5	
LGALS2	Lgals2
	
GRP	Grp
CBX7	Cbx7
SEC23B	Sec23b
KIR2DS1	
ASMTL	
	
PNPLA3	Pnpla3
DNAJC3	Dnajc3
CRLF2	Crlf2
DRICH1	
C13orf46	1700029H14Rik
KCNJ15	Kcnj15
TNFRSF11A	Tnfrsf11a
EFCAB6	Efcab6
CLDN34	Cldn34c4
CLDN34	Gm2411
CLDN34	Cldn34b3
CLDN34	Cldn34c2
CLDN34	Cldn34b2
CLDN34	Cldn34d
CLDN34	Cldn34c1
CLDN34	Cldn34b1
CLDN34	Gm5945
CLDN34	Cldn34a
CLDN34	Cldn34b4
FAM9B	
CCDC169	Ccdc169
MIEF2	
CRYZL1	Cryzl1
FANCB	Fancb
TXNL1	Txnl1
MCPH1	
ELFN2	Elfn2
TOP3A	
KIR2DL3	
MXRA5	
TBC1D22A	Tbc1d22a
	
CTIF	Ctif
FCAR	
HCCS	Hccs
AGPAT5	
ZMYM5	Zmym5
NLGN4X	
XKR5	
TASP1	Tasp1
DEFB1	
TPTE2	Tpte
DEFA6	
N6AMT1	N6amt1
NANP	Nanp
DEFA4	
CTNNBL1	Ctnnbl1
DEFA1	
	
DEFA1B	
	
DEFA3	
FAM9C	
DIP2C	Dip2c
ME2	Me2
DEFA5	
SMCR8	
SOX1	Sox1
TEX26	Tex26
SHMT1	
FAM9A	
EVPLL	
FAM90A7P	
PRR23D1	
INO80D	
DEFB107B	
LAMP1	Lamp1
DEFB105B	
DEFB106A	
VCX3B	
DEFB104A	
SPAG11A	
GRTP1	Grtp1
DEFB103A	
DEFB4B	
NDUFS1	
	
ZNF705B	
USP17L4	
AKR1C3	
USP17L3	
UGGT2	Uggt2
NRIP1	Nrip1
FAM90A23P	
	
	
ZYX	
ZNF705D	
C22orf42	
SON	Son
DEFB130A	
LGALS9C	
DEFB134	
SRPX	Srpx
GAREM1	Garem1
DEFB135	
WFDC9	Wfdc9
DEFB136	
	
ZBED4	Zbed4
	
PHF21B	Phf21b
FDFT1	
TUBAL3	Tubal3
SOGA1	Soga1
	
VCX	
	
ELAC1	Elac1
GATA4	
LARP4B	Larp4b
PSTPIP2	Pstpip2
PHKA2	Phka2
EPHA1	
MYO16	Myo16
ADA	Ada
PLEKHM3	
CDPF1	Cdpf1
GRPR	Grpr
ADARB2	Adarb2
ZBTB7C	Zbtb7c
CRYGD	
PPEF1	Ppef1
	
CRYGC	
	
	
UPK3A	Upk3a
TAS2R60	
TAS2R41	
AKR1E2	Akr1e1
ACTR5	Actr5
CTAGE15	
CTAGE6	
RPL3	Rpl3
BEND2	Gm15262
SLC35G5	
OR2F2	
OR2F1	
	Atp5o
MTMR9	
COL4A1	Col4a1
ADIPOR2	
MOSPD2	Mospd2
OR6B1	
	
ERG	Erg
PINX1	
SOX7	
CACNA2D4	
C8orf74	
RPS6KA3	Rps6ka3
PRSS55	
ZCCHC2	Zcchc2
EEF1B2	
PRKCQ	Prkcq
MSRA	
SEMG1	Svs2
SEMG1	Svs3a
SEMG1	Svs3b
SGPP1	
WFDC10A	Wfdc10
CSF2RB	Csf2rb2
CSF2RB	Csf2rb
KIR3DL3	
WFDC5	Wfdc5
ADAMTS5	Adamts5
WFDC10B	
CBSL	Cbs
BOD1L2	Bod1
KIR2DL3	
CPLX4	Cplx4
GPR1	
PPP1R16B	Ppp1r16b
KIR2DL1	
RIOK3	Riok3
TNKS	
BOP1	
MIOX	Miox
ZDBF2	
WDFY2	Wdfy2
KIAA1755	D630003M21Rik
KIR2DL4	
ECHDC3	Echdc3
ZFP1	
RCBTB1	Rcbtb1
TMEM47	Tmem47
FBXO15	Fbxo15
GATA3	Gata3
CTRB2	
GTSE1	Gtse1
KLHL34	Klhl34
CTRB1	
AKAP17A	
ZNF337	Zfp78
HSF1	
IRS2	Irs2
BCAR1	
PPP1R3B	
TOMM34	Tomm34
SMPX	Smpx
CDC16	Cdc16
CDC123	Cdc123
EIF4ENIF1	Eif4enif1
MFHAS1	
NPC1	Npc1
CLDN23	
	
	
	
	
SLC13A3	Slc13a3
	
	
CNKSR2	Cnksr2
	
DGAT1	
FAM90A9P	
DEFB107A	
C2CD2	C2cd2
DEFB105B	
DEFB106B	
DEFB104B	
UCN3	Ucn3
SPAG11B	
KIR3DL1	
DEFB103A	
SEPHS1	Sephs1
DEFB4A	
SLC25A52	
	
MYO5B	Myo5b
ZNF705G	
USP17L7	
USP17L2	
CRYBB3	Crybb3
	
	
ZBTB21	Zbtb21
OPTN	Optn
LONRF1	
SCRT1	
BPIFB6	Bpifb6
TMEM249	
TFDP1	Tfdp1
KIR3DL2	
TST	Tst
CBR1	Cbr1
CBR1	Gm5678
SLC32A1	Slc32a1
	
SLC52A2	
APOL2	Apol11a
APOL2	Apol9a
APOL2	Apol10b
APOL2	Apol7a
APOL2	Apol7c
APOL2	Apol11b
APOL2	Apol7b
APOL2	Apol8
APOL2	Apol9b
APOL2	Apol10a
APOL2	Apol7e
OR4C12	
	
	
ZNF24	Zfp24
SPACA7	Spaca7
CBR3	Cbr3
CLDN10	Cldn10
RUNX1	Runx1
ATP4B	Atp4b
SEC11C	Sec11c
ADIG	Adig
CHAMP1	Champ1
KLF6	Klf6
ARHGAP40	Arhgap40
LRTM2	
FBXL6	
CDH7	Cdh7
EVA1C	Eva1c
DHX35	Dhx35
IL2RA	Il2ra
ST13	St13
DCUN1D2	Dcun1d2
DCP1B	
TPGS2	Tpgs2
	
ADCK5	
ATP5F1C	Atp5c1
STOML3	Stoml3
UPF3A	Upf3a
CFAP298	Cfap298
CACNA1C	
CPSF1	
ANKRD10	Ankrd10
TOX2	Tox2
CFAP298-TCP10L	Cfap298
PDXP	Pdxp
PRR5-ARHGAP8	Arhgap8
KIR3DL3	
FAM155A	Fam155a
PROZ	Proz
TCP10L	Tcp10a
TCP10L	Tcp10b
TCP10L	Tcp10c
PTPRT	Ptprt
SERPINB10	Serpinb10
TAF3	Taf3
KIR2DL3	
TMEM255B	Tmem255b
KIR2DL1	
MC4R	Mc4r
SOD1	Sod1
TYMS	Tyms
SEC61A2	Sec61a2
PCID2	Pcid2
SMIM34A	
BTG3	Btg3
WNT7B	Wnt7b
OTC	Otc
SLC39A4	
SYTL5	Sytl5
SAMM50	Samm50
KIR2DL4	
SUMO3	Sumo3
MRPL39	Mrpl39
TMX3	Tmx3
TXLNG	Txlng
EYA2	Eya2
NDUFS3	
VPS28	
AKR1C2	
SAMSN1	Samsn1
	Sh3bp1
	Gm49510
PPP4R3C	4930415L06Rik
PPP4R3C	4932429P05Rik
GLRA2	Glra2
TTC38	Ttc38
RBFA	Rbfa
	
